last_name, first_name,player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff
Lagares, Juan,501571,2019,285,186,.213,.210,.003,.326,.301,.025,.258,.254,.004
Osuna, Jose,591741,2019,285,217,.264,.270,-.006,.456,.446,.010,.320,.331,-.011
Haniger, Mitch,571745,2019,283,167,.220,.225,-.005,.463,.452,.011,.326,.329,-.003
Moore, Dylan,664238,2019,282,155,.206,.193,.013,.389,.340,.049,.299,.281,.018
Kinsler, Ian,435079,2019,281,205,.217,.208,.009,.368,.309,.059,.277,.259,.018
Duggar, Steven,621453,2019,281,186,.234,.233,.001,.341,.355,-.014,.265,.278,-.013
Murphy, Tom,608596,2019,281,174,.273,.220,.053,.535,.440,.095,.355,.303,.052
Vogt, Stephen,519390,2019,280,193,.263,.256,.007,.490,.494,-.004,.331,.336,-.005
Caratini, Victor,605170,2019,279,188,.266,.267,-.001,.447,.450,-.003,.338,.350,-.012
White, Tyler,643603,2019,279,165,.208,.204,.004,.304,.307,-.003,.274,.279,-.005
Dickerson, Corey,572816,2019,279,207,.304,.271,.033,.565,.487,.078,.367,.331,.036
Naylor, Josh,647304,2019,279,190,.249,.243,.006,.403,.382,.021,.306,.302,.004
Kemp, Tony,643393,2019,279,203,.212,.204,.008,.380,.294,.086,.285,.265,.020
McKinney, Billy,641856,2019,276,182,.215,.222,-.007,.422,.373,.049,.292,.284,.008
Castro, Jason,488771,2019,275,151,.232,.250,-.018,.435,.526,-.091,.328,.368,-.040
Mercer, Jordy,474568,2019,271,199,.270,.268,.002,.438,.459,-.021,.315,.324,-.009
Shaw, Travis,543768,2019,270,141,.157,.184,-.027,.270,.338,-.068,.248,.283,-.035
Maybin, Cameron,457727,2019,269,167,.285,.257,.028,.494,.463,.031,.363,.344,.019
Beaty, Matt,607461,2019,268,216,.265,.279,-.014,.458,.434,.024,.324,.329,-.005
Nola, Austin,543592,2019,267,177,.269,.238,.031,.454,.374,.080,.337,.303,.034
Martin, Leonys,547982,2019,264,161,.199,.187,.012,.343,.338,.005,.269,.266,.003
Wendle, Joey,621563,2019,263,194,.231,.258,-.027,.340,.344,-.004,.275,.295,-.020
McCutchen, Andrew,457705,2019,262,164,.256,.259,-.003,.457,.456,.001,.358,.364,-.006
Luplow, Jordan,656669,2019,261,165,.276,.248,.028,.551,.476,.075,.383,.354,.029
Prado, Martin,445988,2019,260,207,.233,.255,-.022,.294,.341,-.047,.243,.276,-.033
Ervin, Phillip,640447,2019,260,175,.271,.235,.036,.466,.371,.095,.334,.298,.036
VanMeter, Josh,642165,2019,260,173,.237,.250,-.013,.408,.427,-.019,.316,.332,-.016
Upton, Justin,457708,2019,256,146,.215,.219,-.004,.416,.426,-.010,.307,.319,-.012
Allen, Greg,656185,2019,256,183,.229,.235,-.006,.346,.347,-.001,.274,.285,-.011
Hicks, Aaron,543305,2019,255,152,.235,.206,.029,.443,.378,.065,.325,.297,.028
Nimmo, Brandon,607043,2019,254,132,.221,.221,.000,.407,.356,.051,.340,.337,.003
Castillo, Welington,456078,2019,251,158,.209,.218,-.009,.417,.427,-.010,.287,.300,-.013
Locastro, Tim,641796,2019,250,170,.250,.234,.016,.340,.308,.032,.314,.304,.010
Urias, Luis,649966,2019,249,159,.223,.230,-.007,.326,.361,-.035,.294,.313,-.019
Martin, Russell,431145,2019,249,151,.220,.221,-.001,.330,.348,-.018,.295,.307,-.012
Camargo, Johan,622666,2019,248,190,.233,.253,-.020,.384,.368,.016,.279,.288,-.009
Engel, Adam,641553,2019,248,150,.242,.220,.022,.383,.341,.042,.296,.276,.020
Brinson, Lewis,621446,2019,248,155,.173,.206,-.033,.221,.305,-.084,.205,.253,-.048
Cordell, Ryan,641477,2019,247,155,.222,.213,.009,.356,.364,-.008,.279,.281,-.002
Diaz, Aledmys,649557,2019,247,188,.271,.276,-.005,.467,.444,.023,.345,.356,-.011
Perez, Hernan,541650,2019,246,169,.228,.225,.003,.379,.345,.034,.271,.265,.006
Frazier, Clint,640449,2019,246,158,.267,.249,.018,.489,.468,.021,.333,.325,.008
Mathis, Jeff,425772,2019,244,142,.158,.163,-.005,.224,.225,-.001,.190,.196,-.006
Mejia, Francisco,642336,2019,244,171,.265,.225,.040,.438,.379,.059,.317,.283,.034
Barnes, Austin,605131,2019,242,158,.203,.194,.009,.340,.305,.035,.272,.261,.011
Haseley, Adam,656514,2019,242,163,.266,.229,.037,.396,.344,.052,.309,.279,.030
Russell, Addison,608365,2019,241,160,.237,.230,.007,.391,.367,.024,.297,.295,.002
Romine, Austin,519222,2019,240,180,.281,.263,.018,.439,.435,.004,.315,.311,.004
Beckham, Gordon,493596,2019,240,155,.215,.224,-.009,.372,.391,-.019,.274,.289,-.015
Joyce, Matt,459964,2019,238,155,.295,.276,.019,.450,.454,-.004,.372,.368,.004
Robertson, Daniel,621002,2019,237,148,.213,.214,-.001,.295,.299,-.004,.275,.281,-.006
Casali, Curt,592200,2019,236,151,.251,.236,.015,.411,.399,.012,.316,.312,.004
Adrianza, Ehire,501303,2019,236,168,.272,.272,.000,.416,.404,.012,.326,.334,-.008
Heredia, Guillermo,628338,2019,231,147,.225,.244,-.019,.363,.351,.012,.291,.304,-.013
Inciarte, Ender,542255,2019,230,159,.246,.234,.012,.397,.323,.074,.318,.296,.022
Cave, Jake,595909,2019,228,128,.258,.265,-.007,.455,.488,-.033,.343,.362,-.019
Broxton, Keon,542979,2019,228,103,.167,.164,.003,.275,.291,-.016,.229,.237,-.008
Solano, Donovan,456781,2019,228,168,.330,.321,.009,.456,.463,-.007,.346,.351,-.005
Lamb, Jake,571875,2019,226,134,.193,.232,-.039,.353,.434,-.081,.297,.346,-.049
Aquino, Aristides,606157,2019,225,147,.259,.251,.008,.576,.508,.068,.360,.341,.019
Greiner, Grayson,606988,2019,224,140,.202,.204,-.002,.308,.337,-.029,.242,.258,-.016
Kiner-Falefa, Isiah,643396,2019,222,155,.238,.227,.011,.322,.308,.014,.272,.268,.004
Hechavarria, Adeiny,588751,2019,221,156,.241,.235,.006,.443,.412,.031,.312,.306,.006
Freeman, Mike,502273,2019,213,126,.277,.218,.059,.390,.307,.083,.327,.283,.044
Bichette, Bo,666182,2019,212,147,.311,.274,.037,.571,.481,.090,.384,.342,.042
Smith, Kevan,607345,2019,211,155,.251,.296,-.045,.393,.463,-.070,.306,.354,-.048
Vargas, Ildemaro,545121,2019,211,178,.269,.264,.005,.413,.375,.038,.300,.291,.009
Stallings, Jacob,607732,2019,210,152,.262,.265,-.003,.382,.434,-.052,.297,.322,-.025
Astudillo, Willians,553902,2019,204,186,.268,.288,-.020,.379,.423,-.044,.288,.323,-.035
France, Ty,664034,2019,201,136,.234,.236,-.002,.402,.403,-.001,.296,.303,-.007
Morales, Kendrys,434778,2019,201,145,.194,.276,-.082,.253,.451,-.198,.264,.369,-.105
Avila, Alex,488671,2019,201,96,.207,.232,-.025,.421,.509,-.088,.323,.365,-.042
Diaz, Isan,656371,2019,201,121,.173,.181,-.008,.307,.324,-.017,.248,.262,-.014
Sisco, Chance,642082,2019,198,106,.210,.223,-.013,.395,.427,-.032,.319,.338,-.019
Starling, Bubba,605490,2019,197,131,.215,.216,-.001,.317,.312,.005,.247,.250,-.003
Smith, Dominic,642086,2019,197,133,.282,.248,.034,.525,.448,.077,.368,.331,.037
Farmer, Kyle,571657,2019,197,125,.230,.233,-.003,.410,.401,.009,.289,.292,-.003
Smith, Will,669257,2019,196,121,.253,.225,.028,.571,.457,.114,.369,.326,.043
Owings, Chris,572008,2019,196,102,.139,.182,-.043,.233,.298,-.065,.198,.243,-.045
Descalso, Daniel,518614,2019,194,113,.173,.193,-.020,.250,.303,-.053,.238,.268,-.030
Slater, Austin,596103,2019,192,109,.238,.233,.005,.417,.442,-.025,.320,.329,-.009
Leon, Sandy,506702,2019,191,130,.192,.176,.016,.297,.253,.044,.240,.229,.011
Zimmerman, Ryan,475582,2019,190,134,.257,.252,.005,.415,.459,-.044,.313,.333,-.020
Dickerson, Alex,543105,2019,190,133,.276,.275,.001,.489,.486,.003,.341,.352,-.011
Dean, Austin,621573,2019,189,133,.225,.259,-.034,.404,.431,-.027,.276,.307,-.031
Rickard, Joey,572073,2019,189,118,.226,.215,.011,.357,.323,.034,.290,.279,.011
Healy, Ryon,592387,2019,187,133,.237,.246,-.009,.456,.446,.010,.308,.327,-.019
Freese, David,501896,2019,186,118,.315,.291,.024,.599,.536,.063,.415,.389,.026
Demeritte, Travis,641513,2019,186,108,.225,.227,-.002,.343,.360,-.017,.272,.283,-.011
Kang, Jung Ho,628356,2019,185,113,.169,.217,-.048,.395,.432,-.037,.256,.297,-.041
Wieters, Matt,446308,2019,183,123,.214,.221,-.007,.435,.409,.026,.292,.290,.002
Grisham, Trent,663757,2019,183,111,.231,.231,.000,.410,.375,.035,.316,.309,.007
Jay, Jon,445055,2019,182,141,.267,.252,.015,.315,.326,-.011,.275,.276,-.001
Munoz, Yairo,622168,2019,181,136,.267,.221,.046,.355,.312,.043,.281,.253,.028
Austin, Tyler,592122,2019,179,88,.188,.197,-.009,.409,.453,-.044,.298,.320,-.022
Pina, Manny,444489,2019,179,109,.228,.228,.000,.411,.412,-.001,.308,.311,-.003
Zobrist, Ben,450314,2019,176,128,.260,.247,.013,.313,.324,-.011,.303,.306,-.003
Nunez, Eduardo,456488,2019,174,143,.228,.250,-.022,.305,.322,-.017,.233,.256,-.023
Plawecki, Kevin,608700,2019,174,128,.222,.225,-.003,.342,.367,-.025,.273,.291,-.018
Bour, Justin,571506,2019,170,100,.172,.193,-.021,.364,.383,-.019,.267,.289,-.022
Miller, Brad,543543,2019,170,109,.260,.244,.016,.565,.518,.047,.368,.349,.019
Duffy, Matt,622110,2019,169,119,.252,.261,-.009,.327,.341,-.014,.299,.319,-.020
Lowe, Nate,663993,2019,169,104,.263,.262,.001,.454,.464,-.010,.328,.334,-.006
Long Jr., Shed,643418,2019,168,112,.263,.214,.049,.454,.340,.114,.333,.278,.055
Fisher, Derek,605233,2019,167,89,.185,.220,-.035,.370,.379,-.009,.285,.306,-.021
Polanco, Gregory,570256,2019,167,104,.242,.227,.015,.425,.406,.019,.305,.296,.009
Gonzalez, Carlos,471865,2019,166,95,.200,.204,-.004,.283,.328,-.045,.254,.275,-.021
Thaiss, Matt,642136,2019,164,95,.211,.217,-.006,.422,.376,.046,.303,.294,.009
Iannetta, Chris,455104,2019,164,91,.222,.234,-.012,.417,.424,-.007,.303,.319,-.016
Goins, Ryan,572365,2019,163,101,.250,.206,.044,.347,.300,.047,.298,.268,.030
Ford, Mike,645801,2019,163,115,.259,.286,-.027,.559,.501,.058,.372,.369,.003
Reynolds, Mark,448602,2019,162,81,.170,.167,.003,.311,.298,.013,.268,.272,-.004
Cervelli, Francisco,465041,2019,160,101,.213,.211,.002,.348,.364,-.016,.285,.292,-.007
Knapp, Andrew,595284,2019,160,88,.213,.216,-.003,.324,.379,-.055,.282,.304,-.022
Tucker, Cole,657061,2019,159,108,.211,.246,-.035,.361,.376,-.015,.264,.291,-.027
Tilson, Charlie,605508,2019,157,106,.229,.240,-.011,.285,.320,-.035,.256,.276,-.020
Travis, Sam,607752,2019,157,109,.215,.223,-.008,.382,.381,.001,.273,.284,-.011
Rondon, Jose,602922,2019,157,106,.196,.219,-.023,.280,.319,-.039,.241,.269,-.028
Reyes, Pablo,622569,2019,157,107,.203,.191,.012,.322,.287,.035,.260,.248,.012
Rojas, Josh,668942,2019,157,97,.217,.247,-.030,.312,.428,-.116,.279,.332,-.053
Happ, Ian,664023,2019,156,102,.264,.240,.024,.564,.513,.051,.368,.345,.023
Gonzalez, Erik,570481,2019,156,109,.254,.229,.025,.317,.306,.011,.262,.251,.011
Hernandez, Marco,593523,2019,155,107,.250,.217,.033,.338,.284,.054,.266,.237,.029
O'Neill, Tyler,641933,2019,151,88,.262,.220,.042,.411,.387,.024,.308,.284,.024
Viloria, Meibrys,650619,2019,148,94,.211,.171,.040,.286,.227,.059,.236,.209,.027
Stassi, Max,545358,2019,147,85,.136,.175,-.039,.167,.262,-.095,.177,.236,-.059
Harrison, Josh,543281,2019,147,112,.175,.240,-.065,.263,.411,-.148,.208,.294,-.086
Puello, Cesar,527049,2019,147,88,.248,.237,.011,.384,.381,.003,.325,.322,.003
Difo, Wilmer,594694,2019,144,103,.252,.245,.007,.313,.321,-.008,.270,.273,-.003
Culberson, Charlie,518586,2019,144,93,.259,.238,.021,.437,.403,.034,.306,.288,.018
Nido, Tomas,621512,2019,144,100,.191,.199,-.008,.316,.327,-.011,.228,.240,-.012
Williamson, Mac,607776,2019,144,84,.156,.201,-.045,.258,.301,-.043,.230,.268,-.038
Stewart, DJ,621466,2019,142,101,.238,.235,.003,.381,.408,-.027,.299,.313,-.014
Brosseau, Mike,670712,2019,142,94,.273,.216,.057,.462,.361,.101,.329,.271,.058
Gallagher, Cam,595956,2019,142,100,.238,.210,.028,.365,.299,.066,.294,.265,.029
Gennett, Scooter,571697,2019,139,94,.226,.208,.018,.323,.303,.020,.241,.234,.007
Herrera, Odubel,546318,2019,139,94,.222,.227,-.005,.341,.341,.000,.272,.279,-.007
Riddle, JT,595375,2019,139,90,.189,.204,-.015,.371,.393,-.022,.250,.267,-.017
Rodriguez, Sean,446481,2019,139,76,.223,.198,.025,.375,.335,.040,.319,.304,.015
Arteaga, Humberto,600858,2019,135,97,.197,.229,-.032,.230,.299,-.069,.221,.264,-.043
Solak, Nick,669256,2019,135,87,.293,.255,.038,.491,.438,.053,.375,.346,.029
Duvall, Adam,594807,2019,130,82,.267,.199,.068,.567,.529,.038,.360,.320,.040
Maile, Luke,571912,2019,129,88,.151,.216,-.065,.235,.342,-.107,.194,.265,-.071
Holaday, Bryan,592407,2019,129,96,.278,.239,.039,.435,.344,.091,.326,.284,.042
Rogers, Jake,668670,2019,128,63,.125,.126,-.001,.259,.225,.034,.216,.207,.009
Lopes, Tim,621005,2019,128,83,.270,.224,.046,.360,.330,.030,.318,.292,.026
Straw, Myles,664702,2019,128,85,.269,.259,.010,.343,.344,-.001,.323,.326,-.003
Trevino, Jose,624431,2019,126,96,.258,.246,.012,.383,.359,.024,.274,.266,.008
Quinn, Roman,596451,2019,122,75,.213,.203,.010,.370,.344,.026,.289,.287,.002
Duda, Lucas,446263,2019,119,75,.171,.225,-.054,.324,.460,-.136,.245,.316,-.071
Herrera, Rosell,594011,2019,119,79,.200,.219,-.019,.314,.305,.009,.264,.275,-.011
Williams, Nick,608384,2019,112,63,.151,.219,-.068,.245,.366,-.121,.193,.270,-.077
Dubon, Mauricio,643289,2019,111,86,.274,.249,.025,.434,.358,.076,.313,.278,.035
Castro, Willi,650489,2019,110,68,.230,.204,.026,.340,.292,.048,.270,.245,.025
Martini, Nick,605361,2019,109,68,.226,.241,-.015,.323,.310,.013,.291,.299,-.008
Wade, Tyler,642180,2019,108,68,.245,.204,.041,.362,.327,.035,.303,.281,.022
Peterson, Jace,607054,2019,108,77,.220,.257,-.037,.330,.396,-.066,.258,.302,-.044
Cozart, Zack,446359,2019,107,84,.124,.211,-.087,.144,.279,-.135,.150,.252,-.102
Daza, Yonathan,602074,2019,105,77,.206,.210,-.004,.237,.270,-.033,.221,.241,-.020
McGuire, Reese,624512,2019,105,79,.299,.258,.041,.526,.394,.132,.364,.304,.060
Collins, Zack,641470,2019,102,47,.186,.198,-.012,.349,.442,-.093,.285,.321,-.036
Spangenberg, Cory,605486,2019,102,60,.232,.201,.031,.358,.302,.056,.267,.238,.029
Gyorko, Jedd,576397,2019,101,68,.174,.212,-.038,.250,.350,-.100,.224,.277,-.053
Garneau, Dustin,572863,2019,101,64,.244,.207,.037,.407,.345,.062,.330,.299,.031
Pearce, Steve,456665,2019,99,59,.180,.197,-.017,.258,.320,-.062,.224,.255,-.031
Swihart, Blake,596119,2019,99,56,.163,.201,-.038,.304,.320,-.016,.228,.253,-.025
Gomez, Carlos,460576,2019,99,59,.198,.212,-.014,.337,.370,-.033,.268,.290,-.022
Taylor, Michael A.,572191,2019,97,56,.250,.222,.028,.364,.393,-.029,.289,.289,.000
Ortega, Rafael,542364,2019,96,66,.205,.229,-.024,.307,.379,-.072,.254,.292,-.038
Schebler, Scott,594988,2019,95,54,.123,.161,-.038,.222,.264,-.042,.223,.260,-.037
Davis, Jonathan,641505,2019,95,61,.181,.233,-.052,.265,.377,-.112,.240,.302,-.062
Herrmann, Chris,543302,2019,94,56,.202,.237,-.035,.274,.371,-.097,.249,.301,-.052
Palka, Daniel,594953,2019,93,49,.107,.148,-.041,.179,.227,-.048,.174,.211,-.037
Toro, Abraham,647351,2019,89,60,.218,.229,-.011,.385,.391,-.006,.295,.306,-.011
Tovar, Wilfredo,541600,2019,88,68,.193,.242,-.049,.253,.303,-.050,.217,.263,-.046
Walsh, Jared,665120,2019,87,44,.203,.217,-.014,.329,.409,-.080,.259,.295,-.036
Hilliard, Sam,656541,2019,87,54,.273,.248,.025,.649,.487,.162,.407,.348,.059
Valaika, Pat,642162,2019,86,45,.190,.169,.021,.316,.272,.044,.248,.227,.021
Heineman, Scott,595981,2019,85,55,.213,.220,-.007,.373,.323,.050,.295,.285,.010
Chang, Yu,644374,2019,84,51,.178,.210,-.032,.274,.375,-.101,.254,.304,-.050
Federowicz, Tim,543148,2019,83,47,.160,.238,-.078,.347,.426,-.079,.236,.303,-.067
Brown, Seth,664913,2019,83,52,.293,.240,.053,.453,.394,.059,.347,.307,.040
McBroom, Ryan,643436,2019,83,50,.293,.257,.036,.360,.437,-.077,.318,.330,-.012
Hoerner, Nico,663538,2019,82,68,.282,.311,-.029,.436,.411,.025,.305,.322,-.017
Lux, Gavin,666158,2019,82,51,.240,.287,-.047,.400,.460,-.060,.301,.349,-.048
Negron, Kristopher,502117,2019,82,51,.247,.204,.043,.338,.323,.015,.269,.246,.023
Rodgers, Brendan,663898,2019,81,49,.224,.170,.054,.250,.248,.002,.234,.211,.023
Garcia, Robel,596825,2019,80,38,.208,.182,.026,.500,.412,.088,.316,.285,.031
Skole, Matt,605474,2019,80,42,.208,.183,.025,.236,.230,.006,.232,.225,.007
Strasburg, Stephen,544931,2019,80,52,.167,.195,-.028,.222,.283,-.061,.186,.225,-.039
Urena, Richard,620446,2019,80,54,.243,.203,.040,.324,.302,.022,.258,.235,.023
Phillips, Brett,621433,2019,79,46,.138,.143,-.005,.262,.255,.007,.228,.240,-.012
Gutierrez, Kelvin,642721,2019,79,50,.260,.216,.044,.356,.309,.047,.284,.260,.024
Cron, Kevin,605196,2019,78,44,.211,.238,-.027,.521,.529,-.008,.321,.352,-.031
Solarte, Yangervis,500208,2019,78,58,.205,.253,-.048,.315,.334,-.019,.236,.272,-.036
Bumgarner, Madison,518516,2019,76,27,.127,.119,.008,.222,.222,.000,.213,.210,.003
Lewis, Kyle,641786,2019,75,43,.268,.262,.006,.592,.590,.002,.357,.360,-.003
Hays, Austin,669720,2019,75,55,.309,.291,.018,.574,.476,.098,.393,.357,.036
Wynns, Austin,642851,2019,74,57,.214,.235,-.021,.271,.326,-.055,.227,.259,-.032
Mullins, Cedric,656775,2019,74,53,.094,.174,-.080,.156,.258,-.102,.159,.235,-.076
Hundley, Nick,460026,2019,73,52,.200,.203,-.003,.357,.324,.033,.248,.244,.004
Tucker, Kyle,663656,2019,72,47,.269,.258,.011,.537,.523,.014,.349,.342,.007
Stanton, Giancarlo,519317,2019,72,36,.288,.267,.021,.492,.523,-.031,.379,.394,-.015
Corbin, Patrick,571578,2019,72,42,.092,.106,-.014,.108,.134,-.026,.112,.131,-.019
Saladino, Tyler,573135,2019,71,39,.123,.178,-.055,.215,.313,-.098,.187,.247,-.060
Allen, Austin,664119,2019,71,44,.215,.169,.046,.277,.230,.047,.230,.194,.036
deGrom, Jacob,594798,2019,70,47,.200,.182,.018,.323,.270,.053,.245,.224,.021
Guillorme, Luis,641645,2019,70,49,.246,.242,.004,.361,.411,-.050,.299,.320,-.021
Nola, Aaron,605400,2019,70,29,.119,.114,.005,.153,.139,.014,.168,.165,.003
Murphy, John Ryan,571974,2019,70,36,.175,.197,-.022,.413,.389,.024,.276,.280,-.004
Estrada, Thairo,642731,2019,69,50,.250,.261,-.011,.438,.432,.006,.308,.317,-.009
Syndergaard, Noah,592789,2019,69,19,.092,.095,-.003,.200,.212,-.012,.144,.150,-.006
Wade Jr, LaMonte,664774,2019,69,47,.196,.270,-.074,.375,.448,-.073,.320,.376,-.056
Delmonico, Nicky,547170,2019,68,38,.206,.213,-.007,.286,.329,-.043,.243,.265,-.022
Gosselin, Phil,594838,2019,68,49,.262,.284,-.022,.308,.443,-.135,.263,.325,-.062
Joseph, Corban,543377,2019,68,53,.156,.207,-.051,.250,.296,-.046,.189,.234,-.045
Ryu, Hyun Jin,547943,2019,67,40,.157,.164,-.007,.235,.260,-.025,.202,.216,-.014
Sucre, Jesus,491696,2019,67,49,.210,.212,-.002,.242,.304,-.062,.231,.257,-.026
Rivera, Yadiel,592680,2019,66,40,.183,.167,.016,.217,.224,-.007,.218,.218,.000
Altherr, Aaron,571437,2019,66,37,.082,.169,-.087,.164,.287,-.123,.135,.222,-.087
Buehler, Walker,621111,2019,66,29,.085,.107,-.022,.136,.175,-.039,.130,.156,-.026
Flaherty, Jack,656427,2019,66,47,.185,.205,-.020,.241,.269,-.028,.195,.219,-.024
Castillo, Luis,622491,2019,66,34,.097,.109,-.012,.113,.135,-.022,.090,.105,-.015
Fried, Max,608331,2019,65,44,.196,.217,-.021,.268,.299,-.031,.236,.262,-.026
Kershaw, Clayton,477132,2019,65,48,.102,.106,-.004,.122,.128,-.006,.108,.116,-.008
Mayfield, Jack,608686,2019,65,48,.156,.165,-.009,.328,.298,.030,.204,.201,.003
Dini, Nick,664926,2019,64,40,.196,.213,-.017,.357,.351,.006,.269,.287,-.018
Hendricks, Kyle,543294,2019,64,32,.148,.124,.024,.167,.151,.016,.165,.153,.012
Wheeler, Zack,554430,2019,64,41,.211,.174,.037,.298,.250,.048,.246,.218,.028
Alcantara, Sandy,645261,2019,63,15,.086,.051,.035,.103,.073,.030,.102,.075,.027
Quintana, Jose,500779,2019,63,36,.093,.113,-.020,.111,.130,-.019,.087,.109,-.022
Soroka, Mike,647336,2019,63,37,.077,.153,-.076,.077,.172,-.095,.112,.186,-.074
Kemp, Matt,461314,2019,62,42,.200,.172,.028,.283,.288,-.005,.208,.200,.008
Mikolas, Miles,571945,2019,62,35,.136,.141,-.005,.153,.168,-.015,.124,.138,-.014
Darvish, Yu,506433,2019,62,29,.089,.108,-.019,.089,.154,-.065,.097,.137,-.040
Maeda, Kenta,628317,2019,61,48,.250,.218,.032,.292,.248,.044,.232,.205,.027
Matz, Steven,571927,2019,61,44,.228,.252,-.024,.281,.374,-.093,.217,.266,-.049
Musgrove, Joe,605397,2019,61,40,.157,.175,-.018,.235,.303,-.068,.183,.216,-.033
Neuse, Sheldon,641914,2019,61,38,.250,.272,-.022,.304,.385,-.081,.262,.302,-.040
Scherzer, Max,453286,2019,61,34,.182,.161,.021,.182,.199,-.017,.158,.158,.000
Ray, Robbie,592662,2019,60,32,.073,.090,-.017,.073,.106,-.033,.063,.088,-.025
Teheran, Julio,527054,2019,60,36,.109,.148,-.039,.127,.187,-.060,.099,.142,-.043
Gray, Sonny,543243,2019,60,39,.152,.105,.047,.196,.119,.077,.169,.128,.041
Kelly, Merrill,518876,2019,60,33,.019,.089,-.070,.019,.109,-.090,.042,.114,-.072
Bishop, Braden,623323,2019,60,36,.107,.159,-.052,.107,.194,-.087,.124,.181,-.057
Murphy, Sean,669221,2019,60,37,.245,.243,.002,.566,.481,.085,.370,.345,.025
Hudson, Dakota,641712,2019,59,34,.078,.115,-.037,.078,.136,-.058,.081,.122,-.041
Gray, Jon,592351,2019,59,34,.064,.107,-.043,.064,.120,-.056,.094,.137,-.043
Wainwright, Adam,425794,2019,59,37,.160,.180,-.020,.220,.250,-.030,.177,.209,-.032
Knizner, Andrew,668800,2019,58,39,.226,.182,.044,.377,.293,.084,.289,.244,.045
Gore, Terrance,605253,2019,58,33,.275,.187,.088,.353,.223,.130,.317,.248,.069
Barreto, Franklin,620439,2019,58,34,.123,.174,-.051,.263,.326,-.063,.166,.219,-.053
Marquez, German,608566,2019,58,44,.229,.196,.033,.354,.269,.085,.242,.200,.042
Higashioka, Kyle,543309,2019,57,31,.214,.163,.051,.464,.334,.130,.270,.212,.058
Shuck, JB,543776,2019,57,38,.213,.242,-.029,.255,.300,-.045,.279,.310,-.031
DeSclafani, Anthony,543101,2019,57,29,.109,.112,-.003,.109,.132,-.023,.095,.109,-.014
Hernandez, Gorkys,491676,2019,57,38,.143,.218,-.075,.245,.343,-.098,.204,.287,-.083
Arroyo, Christian,624414,2019,57,33,.220,.226,-.006,.380,.367,.013,.296,.299,-.003
Ramirez, Hanley,434670,2019,57,32,.184,.206,-.022,.327,.349,-.022,.278,.296,-.018
Samardzija, Jeff,502188,2019,56,26,.120,.103,.017,.160,.116,.044,.118,.096,.022
Sanchez, Anibal,434671,2019,56,32,.115,.129,-.014,.115,.147,-.032,.100,.124,-.024
Fuentes, Josh,658069,2019,56,35,.218,.184,.034,.400,.281,.119,.262,.204,.058
Rios, Edwin,621458,2019,56,26,.277,.260,.017,.617,.612,.005,.413,.408,.005
Greinke, Zack,425844,2019,56,42,.280,.254,.026,.580,.466,.114,.362,.316,.046
Bemboom, Anthony,621532,2019,56,34,.130,.135,-.005,.204,.217,-.013,.149,.158,-.009
Perez, Michael,605421,2019,55,27,.217,.189,.028,.326,.362,-.036,.303,.305,-.002
Davies, Zach,605200,2019,55,29,.154,.147,.007,.192,.183,.009,.157,.154,.003
Lucchesi, Joey,664192,2019,54,17,.063,.056,.007,.063,.061,.002,.067,.067,.000
Galloway, Isaac,543194,2019,54,37,.167,.209,-.042,.185,.336,-.151,.151,.230,-.079
Wallach, Chad,595453,2019,54,36,.250,.244,.006,.375,.544,-.169,.309,.365,-.056
Lester, Jon,452657,2019,53,28,.188,.142,.046,.292,.210,.082,.246,.204,.042
Garlick, Kyle,664247,2019,53,29,.250,.223,.027,.521,.506,.015,.342,.325,.017
Kratz, Erik,456124,2019,53,35,.102,.139,-.037,.204,.194,.010,.169,.187,-.018
Lorenzen, Michael,547179,2019,53,31,.208,.210,-.002,.313,.329,-.016,.263,.274,-.011
Valera, Breyvic,591971,2019,52,40,.234,.226,.008,.383,.339,.044,.298,.286,.012
Eflin, Zach,621107,2019,52,25,.160,.150,.010,.180,.201,-.021,.146,.152,-.006
Brault, Steven,643230,2019,50,41,.333,.276,.057,.429,.380,.049,.332,.292,.040
Blandino, Alex,607468,2019,50,24,.250,.224,.026,.361,.341,.020,.352,.345,.007
Arrieta, Jake,453562,2019,50,30,.156,.205,-.049,.178,.245,-.067,.155,.206,-.051
Kramer, Kevin,596012,2019,50,27,.167,.191,-.024,.190,.334,-.144,.212,.269,-.057
Bradley, Bobby,656252,2019,49,25,.178,.178,.000,.356,.299,.057,.256,.241,.015
Reed, AJ,607223,2019,49,24,.136,.131,.005,.205,.262,-.057,.185,.204,-.019
Smith, Caleb,592761,2019,49,33,.233,.183,.050,.279,.244,.035,.230,.197,.033
Elmore, Jake,518653,2019,49,39,.213,.253,-.040,.234,.336,-.102,.213,.272,-.059
Butera, Drew,460077,2019,49,31,.163,.178,-.015,.233,.222,.011,.206,.218,-.012
Andujar, Miguel,609280,2019,49,37,.128,.167,-.039,.128,.248,-.120,.121,.197,-.076
Woodruff, Brandon,605540,2019,49,28,.267,.217,.050,.356,.295,.061,.272,.229,.043
Lauer, Eric,641778,2019,48,23,.100,.125,-.025,.150,.196,-.046,.119,.149,-.030
Stamets, Eric,608715,2019,48,19,.049,.101,-.052,.073,.175,-.102,.118,.191,-.073
